Product_detail_id,Product_Name,Product_Price,Product_Image_URL,Product_Category,rating
1,N/A,N/A,,baking ingredients,4.5
2,N/A,N/A,,baking ingredients,4.5
3,Sprig Natural Bourbon Vanilla | 20 ml Extract | Superior Quality | Chemical-free | Alcohol-free | For Gourmet Baking & Desserts,199,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/412N1QG4jQL._AC_UL320_.jpg,baking ingredients,4.1
4,"BOGATCHI Whipping Cream Powder, Tasty | Non GMO | Gluten Free, Whipping Cream for Cakes, Muffins, Cup Cakes, Tarts, Coffee, 180g, Free Measuring Spoon",394,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/619FI6WVfQL._AC_UL320_.jpg,baking ingredients,3.9
5,"BOGATCHI Double Acting Baking Powder and Baking Soda for Making Cake, Breads, Pizza, Muffins, Dhokla, Idlis, Naans |Baking Ingredients | Baking Soda, Cooking Soda , 200g, Free Measuring Spoon",144,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61d0Wr733XL._AC_UL320_.jpg,baking ingredients,4.8
6,Plattered Whole Wheat Devil's Choco Cake Mix | Soft Moist Cake | 100% Whole Wheat Atta | Zero Refined Sugar | Eggless | Vegan Friendly | 280g,249,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71aq2gIbKiL._AC_UL320_.jpg,baking ingredients,3.7
7,foodfrillz Combo of 7 Baking Essential Ingredients (Cocoa+Baking Powder+soda+Vanilla Essence+Whipping Cream Powder+Rainbow & Chocolate Sprinkles),545,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61jLPsIH6eL._AC_UL320_.jpg,baking ingredients,3.6
8,"foodfrillz Combo of 5 Baking Ingredients - Whipping Cream Powder 100 g, Cocoa Powder 60 g, Baking Powder 100 g & Baking Soda 140 g, Bakefrillz Vanilla Essence (20 ml)",445,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51qZZ3dhQBL._AC_UL320_.jpg,baking ingredients,4.6
9,"CCDS Vital Wheat Gluten - The Secret Ingredient of Professional Bakers, 125 GMS",189,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61-2ZCQ0FNL._AC_UL320_.jpg,baking ingredients,3.7
10,CCDS Tylose Powder for Fondant and Gum Paste Cooking Food Baking,294,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61zryc7VruL._AC_UL320_.jpg,baking ingredients,4.4
11,CCDS Tylose Powder for Fondant and Gum Paste Cooking Food Baking,294,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61zryc7VruL._AC_UL320_.jpg,baking ingredients,4.5
12,"BOGATCHI Mixed Tutti Frutti for Cake, Ice Creams and Shakes Decorations, Mix Tutti Frutti Multicolor, Delicious and Tasty, 200g with Free Measuring Spoon",154,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61a+uS2U24L._AC_UL320_.jpg,baking ingredients,4.6
13,Honey Sweets Isomalt for Cake Decoration (125 Grams),160,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61c2Jj3poML._AC_UL320_.jpg,baking ingredients,3.9
14,La Casa Metallic Pearlescent Golden & Silver Spray Colour | Combo Pack of 2 | Edible Color Ideal for Cake Decoration & Garnishing | 2x30g |,449,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/810LNcvrq5S._AC_UL320_.jpg,baking ingredients,3.5
15,"Wow Confetti™ Confeito Rainbow Vermicelli (Sprinkles), 125g",125,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81hn-FETQOL._AC_UL320_.jpg,baking ingredients,3.1
16,N/A,N/A,,baking ingredients,3.7
17,"Ossoro French Vanilla Flavour Essence, 30 ml Glass Bottle for Baking Essential Ideal for Cakes, Sauces, Cookies, Ice Creams, Chocolate & Cocktail",175,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/617OK6HUVuS._AC_UL320_.jpg,baking ingredients,3.5
18,foodfrillz Cocoa Powder | Baking Powder | Baking Soda | Vanilla Essence,348,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61Rm5zRsYeL._AC_UL320_.jpg,baking ingredients,3.6
19,"BOGATCHI Double Acting Baking Powder and Baking Soda for Making Cake, Breads, Pizza, Muffins, Dhokla, Idlis, Naans |Baking Ingredients | Baking Soda, Cooking Soda , 200g, Free Measuring Spoon",144,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61d0Wr733XL._AC_UL320_.jpg,baking ingredients,3.2
20,"Urban Platter Aluminum-Free Baking Powder, 250g [Double Acting ,Gluten-Free]",175,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71bfC+7axrL._AC_UL320_.jpg,baking ingredients,4.6
21,"Bakersveggie Eggless Vanilla Cake Premix, 1kg, 1000 g",223,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61F82B1k+-L._AC_UL320_.jpg,baking ingredients,3.1
22,The Select Aisle Love Sprinkles -100g [Cake Decorations Kit | Combo Sprinkles| Cake Toppers| Multicolor Sprinkles/Vermicelli/Strands| Valentine Sprinkles| Cupid| Rainbow Sprinkles| Heart Sprinkles ],199,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/717G9Nv-LPL._AC_UL320_.jpg,baking ingredients,3.6
23,N/A,N/A,,baking ingredients,3.4
24,"Cadbury Cocoa Powder Mix, 150g",243,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71TRIuPq7xL._AC_UL320_.jpg,baking ingredients,3.3
25,Sprig Natural Bourbon Vanilla | 20 ml Extract | Superior Quality | Chemical-free | Alcohol-free | For Gourmet Baking & Desserts,199,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/412N1QG4jQL._AC_UL320_.jpg,baking ingredients,3.7
26,"The Select Aisle Vanilla Flavour - 100ml [For flavouring| Vanilla Essence for Cake | Essence for cakes, cookies and desserts| Flavouring agent| Vanilla| Baking ingredients ]",150,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61RZNo7vkEL._AC_UL320_.jpg,baking ingredients,5.0
27,"foodfrillz Corn Starch Powder, 400 g for Baking & Cooking, Corn Starch Flour for Cooking and Baking, thickening and coating ingredient",198,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71dbeU3tNHS._AC_UL320_.jpg,baking ingredients,3.7
28,AJANTA double action Baking Powder and Baking soda - Pack of 2|Baking Ingredient| (100g each),49,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81wzpNvZ5+L._AC_UL320_.jpg,baking ingredients,3.5
29,Desire Baker's Active Dry Yeast 75 Grams,168,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51t52Mt5MAL._AC_UL320_.jpg,baking ingredients,3.1
30,"Urban Platter Baker's Active Dry Yeast, 100g",195,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71scYxnHEgL._AC_UL320_.jpg,baking ingredients,4.3
31,Matshiro Pure Cardamom Extract/ Glass Bottle,800,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71RUlftG9YL._AC_UL320_.jpg,baking ingredients,4.7
32,Dornish Starch XANTHUM Gum Powder 200 GMS,289,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71vCkWq02ML._AC_UL320_.jpg,baking ingredients,3.4
33,Marshmelts Gourmet Marshmallows | 100 % Vegan | Vanilla Mist | 60g - Genuine 100% Vegetarian made at Kandeefactory,98,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61BT8PRIEGL._AC_UL320_.jpg,baking ingredients,3.4
34,"BAKE KING Guar Gum Powder 200gm | Velocity, Thickening and Binding Agent for Baking, Soups, Sauces",99,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71KRE4FyYEL._AC_UL320_.jpg,baking ingredients,3.6
35,True Elements Pancake Mix 250g - With 20% Millet (Jowar) | 2-Minute Pancakes | No Maida | No Baking Soda | No Added Sugar,176,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71hyEiCFZ2L._AC_UL320_.jpg,baking ingredients,3.5
36,"Bob's Red Mill Gluten-free 1 to1 Baking Flour (623gm) | All Purpose Flour for Cakes, Cookies, Bread, Others",730,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71ln70PDuPL._AC_UL320_.jpg,baking ingredients,4.2
37,Betty Crocker French Vanilla Instant Cake Mix Powder| Cake Mix for Kids| No-Preservatives|520g,270,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61y8cob9iZL._AC_UL320_.jpg,baking ingredients,3.8
38,"Nature Connect Active Dry Yeast Powder 250 gm Best Used for Baking, Bread, Cake, Pizza Making and Dough Chemical-Free Dry Yeast Baking Essential [Jar Pack]",199,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/811N6gsWZnL._AC_UL320_.jpg,baking ingredients,4.8
39,"BAKE KING Butterscotch Flavour 30ML Essence for Baking Cakes, Jams, Jelies, Cookies, Ice Creams and Puddings Liquid Food Essence for Cake Making (Butterscotch Flavour 30ml)",125,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71aQbr+TUZL._AC_UL320_.jpg,baking ingredients,4.4
40,"Oosh Gourmet'S Garlic Powder & Onion Powder, 2 Piece, 100 Grams each | Kitchen Essential Combo | For Cooking & Baking, Vegan, Gluten Free, No Preservatives, Versatile Ingredient",250,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51kAIvWpsUL._AC_UL320_.jpg,baking ingredients,4.6
41,Desire Baking Soda Jar 1 Kg,298,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51plhhpuBYL._AC_UL320_.jpg,baking ingredients,3.2
42,"Brew Lab Pure Chocolate Chips for Cake toppings Cooking & Baking Chips for Cakes, Cookies, Brownies, Muffins, Pancakes | Decoration & Baking | 250 gm",235,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61HhsGWIruL._AC_UL320_.jpg,baking ingredients,3.1
43,"Weikfield Baking Powder, 100g",33,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61rPkQ7yM6L._AC_UL320_.jpg,baking ingredients,3.8
44,"Ccds Bread Improver, 125 Gm",211,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/710973sZF5L._AC_UL320_.jpg,baking ingredients,4.6
45,Mille NO MAIDA Mocha Coffee Cake Mix | Gluten Free Cake | Eggless | No Atta | No Refined Sugar | High Plant Protein | Low Carbs | Low GI Millet Grain | 400 grams,345,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71YyFvFzQlL._AC_UL320_.jpg,baking ingredients,3.6
46,"Weikfield Cocoa Powder, 150g",180,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61WGZBntrRL._AC_UL320_.jpg,baking ingredients,4.8
47,BAKE KING Glazing Gel for Cake 500gm,220,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51Jji55lyCL._AC_UL320_.jpg,baking ingredients,3.8
48,"Betty Crocker Triple Chocolate Brownie Cake Mix | Instant Cake Mix Powder | 3 Step Cake Mix | Whisk, 425g",400,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61UT3aV2wDL._AC_UL320_.jpg,baking ingredients,4.8
49,S P R I G Natural Bourbon Vanilla Extract- 50 ml,449,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61P4D5A5PGL._AC_UL320_.jpg,baking ingredients,3.5
50,"Hershey's Cocoa Powder, 225g",255,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/617IwDjcJML._AC_UL320_.jpg,baking ingredients,3.3
51,HERSHEY'S Chocolate Flavored Syrup | Delicious Chocolate Flavor | 623 g Bottle,188,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/617Y9Xm67eL._AC_UL320_.jpg,baking ingredients,3.7
52,"BOGATCHI Mixed Tutti Frutti for Cake, Ice Creams and Shakes Decorations, Mix Tutti Frutti Multicolor, Delicious and Tasty, 200g with Free Measuring Spoon",154,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61a+uS2U24L._AC_UL320_.jpg,baking ingredients,3.4
53,Pure and Sure Organic Vanilla Bean Powder | Powdered Vanilla | Organic Vanilla Powder for Baking | Baking Ingredients | 10 gms,522,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41lFrGzP1ML._AC_UL320_.jpg,baking ingredients,3.7
54,"OUI Signature Edition Triple Chocolate Cake Mix I Eggless Cake Mix | 3 Step - Prep, Mix & Bake | 1kg",380,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81AsK6sKPGL._AC_UL320_.jpg,baking ingredients,3.6
55,La Casa Premium Edible Lustre Dust - GOLDEN & SILVER | Pack of 2 | Pearl Dust Ideal for Cake Icing Decoration & Garnishing | 2x9gm |,235,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81fZ6myXRqL._AC_UL320_.jpg,baking ingredients,4.8
56,"Tree Grab Natural Palm Coconut Sugar, Made of Pure, Organic & Natural Ingredients, Unrefined & Wholesome Powdered Brown Sugar for Baking, Tea & Coffee - 250 Grams",200,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/5142UqA7J+L._AC_UL320_.jpg,baking ingredients,4.9
57,"Prizex Combo of Dark & White Choco Chips, Rainbow Sprinkles, Brown Sprinkles 400g (Pack of 4 * 100g Each)",299,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71gq0i-UUiL._AC_UL320_.jpg,baking ingredients,3.7
58,"Gelatin - Food Grade (500 gm) - 200 bloom, premium gelatin of international standard. Directly from manufacturer.","1,200",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81WBlSY3YBL._AC_UL320_.jpg,baking ingredients,4.4
59,La Casa 6 in 1 Cake Decoration Essentials | Dark & White Choco Chips + Rainbow & Choco Sprinkles + Karonda + Tutti Frutti | Combo Pack of 6 | (4 x 200g) + (2 x 250g) |,799,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91BcL0rfz-L._AC_UL320_.jpg,baking ingredients,4.6
60,Betty Crocker Complete Classic Pancake Mix | Pancake Mix for Kids| No-Preservatives| 500 g,208,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71X+spg1nzL._AC_UL320_.jpg,baking ingredients,3.2
61,Farmown Vanilla Flavour Essence for Cake Ice Cream Cookies Sweets Baking (60 ml ( 2 Pack )),249,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71YWv+Ky75L._AC_UL320_.jpg,baking ingredients,4.4
62,"Brew Lab Pure Chocolate Chips for Cake toppings Cooking & Baking Chips for Cakes, Cookies, Brownies, Muffins, Pancakes |Decoration & Baking-250 gm",210,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61HhsGWIruL._AC_UL320_.jpg,baking ingredients,5.0
63,"Slurrp Farm Instant No Maida Millet Pancake Mix | Chocolate, 150 G",142,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61tnu8XTOqL._AC_UL320_.jpg,baking ingredients,3.9
64,"The Select Aisle Aluminium Free Baking Powder- 100g [for Leavening| Raising Agent| Gluten-Free| for Making Cakes, Muffins, Pizza and Bread| Double Acting | Baking Ingredients ]",99,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71KMBDDoWaL._AC_UL320_.jpg,baking ingredients,4.5
65,"More Choice Cooking Soda, 50g",49,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41OPGG-QFmL._AC_UL320_.jpg,baking ingredients,4.8
66,"The Select Aisle's Concentrated Gel Colour Combo (Purple, Pink, Green, Yellow) – 120ml [Premium Food colour| Gel food colour for Cakes, Cookies and Desserts| Colouring agent| Baking ingredients | Cake Decor]",349,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61zO5jTEv8L._AC_UL320_.jpg,baking ingredients,3.0
67,"Tropolite Gel-O-Color Pink Liquid Gel Synthetic Food Colour for Cakes, Cake Icing, Ice Creams & Beverage - 50 ml",219,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/21K6QNu9z7S._AC_UL320_.jpg,baking ingredients,4.8
68,"Naturaroma Ginger Bread Essence | Extract for Cake Baking | Pure and Natural Essence for Cake Making | Food Essence for Ice cream, Juices, and Drinks | Ginger Bread Extract for Beverages - 30Ml",500,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61+d2YeZDhL._AC_UL320_.jpg,baking ingredients,4.3
69,Dr.Oetker Madagascan Vanilla Extract 95ml Imported (UK),"1,899",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Z0sbn5iPL._AC_UL320_.jpg,baking ingredients,3.5
70,"BOGATCHI Big Cherry Karonda for Cake, Ice Creams and Shakes Decorations, Red Cherry Karonda, Delicious and Tasty, 200g",154,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61ngr2E7kgL._AC_UL320_.jpg,baking ingredients,3.4
71,N/A,N/A,,baking ingredients,4.8
72,N/A,N/A,,baking ingredients,3.7
73,N/A,N/A,,baking ingredients,4.2
74,N/A,N/A,,baking ingredients,4.4
75,N/A,N/A,,baking ingredients,4.2
76,N/A,N/A,,soy lactosefree,4.8
77,N/A,N/A,,soy lactosefree,3.4
78,N/A,N/A,,soy lactosefree,4.2
79,Alt Co Soy Milk 200ml | SOYA Milk | Lactose Free Milk | Gluten Free | Vegan Milk| Non-Dairy | Plant Based Milk | Soy Milk |Dairy Free & Nut Free(pack of 8),270,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81AKIsDPiqL._AC_UL320_.jpg,soy lactosefree,3.1
80,So Good Plant Based Soy Beverage Unsweetened 1 L | Lactose Free | No Added Sugar | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |Non GMO Soybean,114,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/410fy+-chTL._AC_UL320_.jpg,soy lactosefree,3.4
81,So Good Plant Based Soy Beverage Chocolate 1 L| Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,123,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/711XBeEb+kL._AC_UL320_.jpg,soy lactosefree,3.6
82,N/A,N/A,,soy lactosefree,3.2
83,Alt Co Soy Milk 1L (pack of 2) | SOYA Milk | Lactose Free Milk | Gluten Free | Vegan Milk| Non-Dairy | Plant Based Milk | Soy Milk |Dairy Free and Nut Free,250,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51L8ImnEfnL._AC_UL320_.jpg,soy lactosefree,4.0
84,So Good Plant Based Soy Beverage Protein+ 1 L | Plant Protein | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,127,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51gjHjrb1aL._AC_UL320_.jpg,soy lactosefree,3.8
85,So Good Plant Based Soy Beverage Chocolate 200 ml | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,30,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61rrC63xuTL._AC_UL320_.jpg,soy lactosefree,4.1
86,So Good Plant Based Soy Beverage Original 1 L | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,145,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61TjnVJ72yL._AC_UL320_.jpg,soy lactosefree,4.2
87,"HYE FOODS Vegan Soy Drink Mix | Free from GMO, Gluten, and Lactose Great Addition to Protein Shakes and Smoothies 200gms",288,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/7195TvYB3DL._AC_UL320_.jpg,soy lactosefree,3.7
88,So Good Plant Based Soy Beverage Elaichi 1 L | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |Non GMO Soybean | Source of Calcium & Vitamins,145,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Q0yN6hstL._AC_UL320_.jpg,soy lactosefree,4.8
89,N/A,N/A,,soy lactosefree,4.3
90,"Newtreo Coconut Milk Drink | 3 x Chocolate & 3 x Original Flavour Combo| Non Dairy, Gluten, Lactose & Soy Free | Imported from Vietnam | 6 x 250ml cans",479,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81EQJBnAa-L._AC_UL320_.jpg,soy lactosefree,4.9
91,"Sofit Soya Drink Naturally Sugar Free, 1000ml| Vegan Drink |Enriched with plant protein, dietary fibers, vitamins and calcium | Lactose Free | Gluten Free | Preservatives Free",139,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51GnfgwAaDL._AC_UL320_.jpg,soy lactosefree,4.8
92,"Sofit Soya Drink Vanilla, 1000ml| Vegan Drink |Enriched with plant protein, dietary fibers, vitamins and calcium | Lactose Free | Gluten Free | Preservatives Free",139,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/512dN5QFdYL._AC_UL320_.jpg,soy lactosefree,4.2
93,Health on Plants | Plant Based Soy Drink 200ml | (Pack of 6) | Shelf Stable |10 grams Protein Per Bottle| Low carb | Dairy Free | Vegan | Non-dairy | | Lactose Free Milk | Gluten Free,450,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/511MUkruCSL._AC_UL320_.jpg,soy lactosefree,4.7
94,"Sofit Soya Drink Chocolate flavored, 200ml - Pack of 6 (6 x 200ml)| Vegan Drink |Enriched with Goodness of/ Source of plant protein, dietary fibers, vitamins and calcium | Naturally Lactose Free | Naturally Gluten Free | Preservatives Free",197,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51wAIcC5DKL._AC_UL320_.jpg,soy lactosefree,4.4
95,"Sofit Soya Drink Naturally Sugar Free | Vegan Drink |Enriched with plant protein, dietary fibers, vitamins and calcium | Lactose Free | Gluten Free | Preservatives Free , 180 ML / 200 ML (Weight May Vary)",25,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51GCFpjwwdL._AC_UL320_.jpg,soy lactosefree,4.3
96,"Sofit Soya Drink Chocolate flavored, | Vegan Drink |Enriched with Goodness of/ Source of plant protein, dietary fibers, vitamins and calcium | Naturally Lactose Free | Naturally Gluten Free | Preservatives Free , 180 ML / 200 ML (Weight May Vary)",25,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51fqAm-xG5L._AC_UL320_.jpg,soy lactosefree,4.9
97,"Sofit SOYA Drink Naturally Sugar Free, 200ml - Pack of 6 (6 x 180ml)| Vegan Drink |Enriched with Plant Protein, Dietary fibers, Vitamins and Calcium | Lactose Free | Gluten Free | Preservatives Free",197,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/813NjF1jQUL._AC_UL320_.jpg,soy lactosefree,3.2
98,"Sofit SOYA Drink Vanilla, 1000ml - Pack of 2 (2 x 1000ml)| Vegan Drink |Enriched with Plant Protein, Dietary fibers, Vitamins and Calcium | Lactose Free | Gluten Free | Preservatives Free",249,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51gz6jKL-jL._AC_UL320_.jpg,soy lactosefree,3.2
99,"Sofit Soya Drink Chocolate flavored, 1000ml - Pack of 3 (3 x 1000ml)| Vegan Drink |Enriched with Goodness of/ Source of plant protein, dietary fibers, vitamins and calcium | Naturally Lactose Free | Naturally Gluten Free | Preservatives Free",408,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51+hnTApUaL._AC_UL320_.jpg,soy lactosefree,4.6
100,Only Earth Unsweetened Oats & Coconut Milk | Lactose-Free | Preservatives Free | Gluten-Free | No Added Sugar | Soya Free | No Trans-Fat | Low Calorie | Vegan | Plant-Based Alternative 1 litre (Pack of 2 Variants),590,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81zX9OPEynL._AC_UL320_.jpg,soy lactosefree,3.4
101,"Urban Platter Soya Milk Powder, 500g [Plant-Based/Milk Alternative, Non-GMO & 49% Protein]",445,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71JDmO9ekLL._AC_UL320_.jpg,soy lactosefree,3.4
102,"NatureVit Soya Milk Powder, 300g [Plant-Based/Vegan Milk Alternative, Non-GMO & 49% Protein & Sugar Free]",325,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71m8eUIO8YL._AC_UL320_.jpg,soy lactosefree,4.6
103,B Naturall Soya Milk Powder |High in Protein | Vegan | Non-GMO - 200 GM by B Naturall,253,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61onNQXbrLL._AC_UL320_.jpg,soy lactosefree,4.3
104,"NatureVit Soya Milk Powder, 300g [Strawberry Flavour]",295,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71gwmFxqYCL._AC_UL320_.jpg,soy lactosefree,3.5
105,"Only Earth Oats Beverage | Unsweetened Drink | Lactose Free | Preservatives Free | Plant Based | Dairy Alternative | Source of Calcium | Source of Vitamin B1, B2 & B12 (200ml(Pack of 4))",260,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61NvvMOKbLL._AC_UL320_.jpg,soy lactosefree,4.6
106,Better Bet Plant Based Original Millet Beverage 4L (20 X 200 ML) | No Added Sugar | Lactose Free | No Added Preservatives | No Cholesterol | No Trans Fat,719,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41Na5-RIZ1L._AC_UL320_.jpg,soy lactosefree,4.0
107,Only Earth Almond Milk | Unsweetened Drink | Lactose-Free | Preservatives Free | No Added Sugar | Made with Natural Almond Paste | Source of Fibre | Rich in Vitamin E | Rich Texture of Roasted Almond | Dairy Alternative | No Trans-Fat | Soya Free | Plant-Based Alternative | Imported (1 l(Pack of 4)),840,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81jhGVIjU8L._AC_UL320_.jpg,soy lactosefree,4.1
108,Silk Original Soy Beverage (Plant Based / Vegan Milk Alternative) 946 ml,470,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81jQ7963gpL._AC_UL320_.jpg,soy lactosefree,3.7
109,LACTOSE SUGAR OF MILK 500 GM SBL,450,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41YscShSXNL._AC_UL320_.jpg,soy lactosefree,4.7
110,"Urban Platter Soya Milk Powder, 500g [Plant-Based/Milk Alternative, Non-GMO & 49% Protein]",445,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71JDmO9ekLL._AC_UL320_.jpg,soy lactosefree,3.1
111,Sofit Soya Drink Chocolate Flavour 200ml (Pack of 5) Unique,175,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61S8Ig+Z4vL._AC_UL320_.jpg,soy lactosefree,4.4
112,Sofit Soya Drink Vanilla Flavour 200ml (Pack of 8) Unique,280,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/7139zl0Y2VL._AC_UL320_.jpg,soy lactosefree,3.1
113,Sofit Soya Drink Kesar Pista Flavour 200ml (Pack of 4) Kten,200,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51kuUMzec2L._AC_UL320_.jpg,soy lactosefree,5.0
114,Sofit Soya Drink Vanilla Flavour 200ml (Pack of 3) Unique,105,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71xxDN7NkuL._AC_UL320_.jpg,soy lactosefree,4.9
115,Sofit Soya Drink Vanilla Flavour 200ml (Pack of 5) Unique,174,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71gNavkXzKL._AC_UL320_.jpg,soy lactosefree,4.4
